"sample";"year";"plot";"sp";"lambda"
15;2016;7;"SOAS";265,808042102953
15;2016;7;"SPRU";985,048854885772
15;2016;7;"SUSP";NA
15;2016;8;"BEMA";73,2644027099894
15;2016;8;"CETE";NA
15;2016;8;"CHFU";363,488113537627
15;2016;8;"CHMI";NA
15;2016;8;"HOMA";12,4971691481699
15;2016;8;"LEMA";107,479803605755
15;2016;8;"LYTR";NA
15;2016;8;"MEEL";NA
15;2016;8;"MESU";186,67575498941
15;2016;8;"PAIN";33,5968485537756
15;2016;8;"PLCO";38,6286634007955
15;2016;8;"POMA";86,2697075662992
15;2016;8;"POMO";91,678832127451
15;2016;8;"PUPA";1763,99512673958
15;2016;8;"SASO";60,1452796377824
15;2016;8;"SCLA";37,9464885552871
15;2016;8;"SOAS";265,808042102953
15;2016;8;"SPRU";985,048854885772
15;2016;8;"SUSP";NA
15;2016;9;"BEMA";73,2644027099894
15;2016;9;"CETE";3080,55400502459
15;2016;9;"CHFU";NA
15;2016;9;"CHMI";NA
15;2016;9;"HOMA";12,4971691481699
15;2016;9;"LEMA";107,479803605755
15;2016;9;"LYTR";NA
15;2016;9;"MEEL";NA
15;2016;9;"MESU";186,67575498941
15;2016;9;"PAIN";33,5968485537756
15;2016;9;"PLCO";38,6286634007955
15;2016;9;"POMA";86,2697075662992
15;2016;9;"POMO";91,678832127451
15;2016;9;"PUPA";NA
15;2016;9;"SASO";60,1452796377824
15;2016;9;"SCLA";37,9464885552871
15;2016;9;"SOAS";265,808042102953
15;2016;9;"SPRU";985,048854885772
15;2016;9;"SUSP";NA
15;2017;1;"BEMA";290,249802454688
15;2017;1;"CETE";3931,86356204662
15;2017;1;"CHFU";309,792051863062
15;2017;1;"CHMI";385,480861231263
15;2017;1;"HOMA";20,9548726437345
15;2017;1;"LEMA";119,346858092675
15;2017;1;"LYTR";NA
15;2017;1;"MEEL";NA
15;2017;1;"MESU";640,116682344911
15;2017;1;"PAIN";29,9615171625891
15;2017;1;"PLCO";38,8334463057052
15;2017;1;"POMA";125,261018517066
15;2017;1;"POMO";NA
15;2017;1;"PUPA";2100,57085083166
15;2017;1;"SASO";51,9495758720626
15;2017;1;"SCLA";33,6983742085298
15;2017;1;"SOAS";NA
15;2017;1;"SPRU";NA
15;2017;1;"SUSP";NA
15;2017;2;"BEMA";290,249802454688
15;2017;2;"CETE";3931,86356204662
15;2017;2;"CHFU";309,792051863062
15;2017;2;"CHMI";385,480861231263
15;2017;2;"HOMA";20,9548726437345
15;2017;2;"LEMA";119,346858092675
15;2017;2;"LYTR";NA
15;2017;2;"MEEL";143,024695349096
15;2017;2;"MESU";640,116682344911
15;2017;2;"PAIN";29,9615171625891
15;2017;2;"PLCO";NA
15;2017;2;"POMA";125,261018517066
15;2017;2;"POMO";159,402668287083
15;2017;2;"PUPA";2100,57085083166
15;2017;2;"SASO";51,9495758720626
15;2017;2;"SCLA";33,6983742085298
15;2017;2;"SOAS";NA
15;2017;2;"SPRU";NA
15;2017;2;"SUSP";NA
15;2017;3;"BEMA";290,249802454688
15;2017;3;"CETE";3931,86356204662
15;2017;3;"CHFU";309,792051863062
15;2017;3;"CHMI";385,480861231263
15;2017;3;"HOMA";20,9548726437345
15;2017;3;"LEMA";119,346858092675
15;2017;3;"LYTR";NA
15;2017;3;"MEEL";NA
15;2017;3;"MESU";640,116682344911
15;2017;3;"PAIN";29,9615171625891
15;2017;3;"PLCO";38,8334463057052
15;2017;3;"POMA";125,261018517066
15;2017;3;"POMO";159,402668287083
15;2017;3;"PUPA";2100,57085083166
15;2017;3;"SASO";51,9495758720626
15;2017;3;"SCLA";33,6983742085298
15;2017;3;"SOAS";NA
15;2017;3;"SPRU";NA
15;2017;3;"SUSP";NA
15;2017;4;"BEMA";NA
15;2017;4;"CETE";NA
15;2017;4;"CHFU";309,792051863062
15;2017;4;"CHMI";NA
15;2017;4;"HOMA";20,9548726437345
15;2017;4;"LEMA";119,346858092675
15;2017;4;"LYTR";1563,2625995219
15;2017;4;"MEEL";NA
15;2017;4;"MESU";NA
15;2017;4;"PAIN";29,9615171625891
15;2017;4;"PLCO";38,8334463057052
15;2017;4;"POMA";125,261018517066
15;2017;4;"POMO";159,402668287083
15;2017;4;"PUPA";2100,57085083166
15;2017;4;"SASO";51,9495758720626
15;2017;4;"SCLA";NA
15;2017;4;"SOAS";NA
15;2017;4;"SPRU";2696,66084661926
15;2017;4;"SUSP";NA
15;2017;5;"BEMA";290,249802454688
15;2017;5;"CETE";3931,86356204662
15;2017;5;"CHFU";309,792051863062
15;2017;5;"CHMI";NA
15;2017;5;"HOMA";20,9548726437345
15;2017;5;"LEMA";119,346858092675
15;2017;5;"LYTR";1563,2625995219
15;2017;5;"MEEL";NA
15;2017;5;"MESU";NA
15;2017;5;"PAIN";29,9615171625891
15;2017;5;"PLCO";38,8334463057052
15;2017;5;"POMA";125,261018517066
15;2017;5;"POMO";NA
15;2017;5;"PUPA";2100,57085083166
15;2017;5;"SASO";51,9495758720626
15;2017;5;"SCLA";NA
15;2017;5;"SOAS";NA
15;2017;5;"SPRU";2696,66084661926
15;2017;5;"SUSP";NA
15;2017;6;"BEMA";NA
15;2017;6;"CETE";NA
15;2017;6;"CHFU";309,792051863062
15;2017;6;"CHMI";NA
15;2017;6;"HOMA";20,9548726437345
15;2017;6;"LEMA";119,346858092675
15;2017;6;"LYTR";1563,2625995219
15;2017;6;"MEEL";NA
15;2017;6;"MESU";NA
15;2017;6;"PAIN";29,9615171625891
15;2017;6;"PLCO";38,8334463057052
15;2017;6;"POMA";125,261018517066
15;2017;6;"POMO";NA
15;2017;6;"PUPA";2100,57085083166
15;2017;6;"SASO";51,9495758720626
15;2017;6;"SCLA";NA
15;2017;6;"SOAS";NA
15;2017;6;"SPRU";NA
15;2017;6;"SUSP";NA
15;2017;7;"BEMA";NA
15;2017;7;"CETE";NA
15;2017;7;"CHFU";NA
15;2017;7;"CHMI";NA
15;2017;7;"HOMA";NA
15;2017;7;"LEMA";NA
15;2017;7;"LYTR";1563,2625995219
15;2017;7;"MEEL";NA
15;2017;7;"MESU";NA
15;2017;7;"PAIN";NA
15;2017;7;"PLCO";NA
15;2017;7;"POMA";NA
15;2017;7;"POMO";NA
15;2017;7;"PUPA";NA
15;2017;7;"SASO";NA
15;2017;7;"SCLA";NA
15;2017;7;"SOAS";NA
15;2017;7;"SPRU";NA
15;2017;7;"SUSP";NA
15;2017;8;"BEMA";NA
15;2017;8;"CETE";NA
15;2017;8;"CHFU";NA
15;2017;8;"CHMI";NA
15;2017;8;"HOMA";NA
15;2017;8;"LEMA";NA
15;2017;8;"LYTR";1563,2625995219
15;2017;8;"MEEL";NA
15;2017;8;"MESU";NA
15;2017;8;"PAIN";NA
15;2017;8;"PLCO";NA
15;2017;8;"POMA";125,261018517066
15;2017;8;"POMO";NA
15;2017;8;"PUPA";2100,57085083166
15;2017;8;"SASO";NA
15;2017;8;"SCLA";NA
15;2017;8;"SOAS";NA
15;2017;8;"SPRU";NA
15;2017;8;"SUSP";NA
15;2017;9;"BEMA";NA
15;2017;9;"CETE";NA
15;2017;9;"CHFU";NA
15;2017;9;"CHMI";NA
15;2017;9;"HOMA";NA
15;2017;9;"LEMA";NA
15;2017;9;"LYTR";NA
15;2017;9;"MEEL";NA
15;2017;9;"MESU";NA
15;2017;9;"PAIN";NA
15;2017;9;"PLCO";NA
15;2017;9;"POMA";NA
15;2017;9;"POMO";NA
15;2017;9;"PUPA";NA
15;2017;9;"SASO";NA
15;2017;9;"SCLA";NA
15;2017;9;"SOAS";NA
15;2017;9;"SPRU";NA
15;2017;9;"SUSP";NA
15;2018;1;"BEMA";102,997724479773
15;2018;1;"CETE";3249,96081690542
15;2018;1;"CHFU";NA
15;2018;1;"CHMI";NA
15;2018;1;"HOMA";17,9915467792999
15;2018;1;"LEMA";87,2147264230497
15;2018;1;"LYTR";NA
15;2018;1;"MEEL";NA
15;2018;1;"MESU";NA
15;2018;1;"PAIN";NA
15;2018;1;"PLCO";NA
15;2018;1;"POMA";238,421596200973
15;2018;1;"POMO";NA
15;2018;1;"PUPA";1527,51778881086
15;2018;1;"SASO";78,7248367268756
15;2018;1;"SCLA";NA
15;2018;1;"SOAS";NA
15;2018;1;"SPRU";NA
15;2018;1;"SUSP";NA
15;2018;2;"BEMA";102,997724479773
15;2018;2;"CETE";3249,96081690542
15;2018;2;"CHFU";NA
15;2018;2;"CHMI";NA
15;2018;2;"HOMA";17,9915467792999
15;2018;2;"LEMA";87,2147264230497
15;2018;2;"LYTR";NA
15;2018;2;"MEEL";NA
15;2018;2;"MESU";NA
15;2018;2;"PAIN";9,51033171831943
15;2018;2;"PLCO";NA
15;2018;2;"POMA";238,421596200973
15;2018;2;"POMO";NA
15;2018;2;"PUPA";1527,51778881086
15;2018;2;"SASO";78,7248367268756
15;2018;2;"SCLA";NA
15;2018;2;"SOAS";NA
15;2018;2;"SPRU";NA
15;2018;2;"SUSP";NA
15;2018;3;"BEMA";102,997724479773
15;2018;3;"CETE";3249,96081690542
15;2018;3;"CHFU";NA
15;2018;3;"CHMI";727,357076783262
15;2018;3;"HOMA";17,9915467792999
15;2018;3;"LEMA";87,2147264230497
15;2018;3;"LYTR";NA
15;2018;3;"MEEL";NA
15;2018;3;"MESU";NA
15;2018;3;"PAIN";9,51033171831943
15;2018;3;"PLCO";NA
15;2018;3;"POMA";238,421596200973
15;2018;3;"POMO";NA
15;2018;3;"PUPA";1527,51778881086
15;2018;3;"SASO";78,7248367268756
15;2018;3;"SCLA";NA
15;2018;3;"SOAS";NA
15;2018;3;"SPRU";NA
15;2018;3;"SUSP";NA
15;2018;4;"BEMA";102,997724479773
15;2018;4;"CETE";NA
15;2018;4;"CHFU";NA
15;2018;4;"CHMI";NA
15;2018;4;"HOMA";17,9915467792999
15;2018;4;"LEMA";NA
15;2018;4;"LYTR";4081,0094879713
15;2018;4;"MEEL";NA
15;2018;4;"MESU";NA
15;2018;4;"PAIN";9,51033171831943
15;2018;4;"PLCO";NA
15;2018;4;"POMA";238,421596200973
15;2018;4;"POMO";NA
15;2018;4;"PUPA";1527,51778881086
15;2018;4;"SASO";78,7248367268756
15;2018;4;"SCLA";NA
15;2018;4;"SOAS";NA
15;2018;4;"SPRU";NA
15;2018;4;"SUSP";NA
15;2018;5;"BEMA";102,997724479773
15;2018;5;"CETE";NA
15;2018;5;"CHFU";NA
15;2018;5;"CHMI";NA
15;2018;5;"HOMA";17,9915467792999
15;2018;5;"LEMA";NA
15;2018;5;"LYTR";NA
15;2018;5;"MEEL";NA
15;2018;5;"MESU";NA
15;2018;5;"PAIN";NA
15;2018;5;"PLCO";NA
15;2018;5;"POMA";238,421596200973
15;2018;5;"POMO";NA
15;2018;5;"PUPA";1527,51778881086
15;2018;5;"SASO";78,7248367268756
15;2018;5;"SCLA";NA
15;2018;5;"SOAS";NA
15;2018;5;"SPRU";NA
15;2018;5;"SUSP";NA
15;2018;6;"BEMA";NA
15;2018;6;"CETE";NA
15;2018;6;"CHFU";NA
15;2018;6;"CHMI";NA
15;2018;6;"HOMA";17,9915467792999
15;2018;6;"LEMA";NA
15;2018;6;"LYTR";NA
15;2018;6;"MEEL";NA
15;2018;6;"MESU";NA
15;2018;6;"PAIN";9,51033171831943
15;2018;6;"PLCO";NA
15;2018;6;"POMA";238,421596200973
15;2018;6;"POMO";NA
15;2018;6;"PUPA";1527,51778881086
15;2018;6;"SASO";78,7248367268756
15;2018;6;"SCLA";NA
15;2018;6;"SOAS";NA
15;2018;6;"SPRU";NA
15;2018;6;"SUSP";NA
15;2018;7;"BEMA";NA
15;2018;7;"CETE";NA
15;2018;7;"CHFU";NA
15;2018;7;"CHMI";NA
15;2018;7;"HOMA";NA
15;2018;7;"LEMA";NA
15;2018;7;"LYTR";NA
15;2018;7;"MEEL";NA
15;2018;7;"MESU";NA
15;2018;7;"PAIN";NA
15;2018;7;"PLCO";NA
15;2018;7;"POMA";NA
15;2018;7;"POMO";NA
15;2018;7;"PUPA";NA
15;2018;7;"SASO";78,7248367268756
15;2018;7;"SCLA";NA
15;2018;7;"SOAS";NA
15;2018;7;"SPRU";NA
15;2018;7;"SUSP";NA
15;2018;8;"BEMA";NA
15;2018;8;"CETE";NA
15;2018;8;"CHFU";NA
15;2018;8;"CHMI";NA
15;2018;8;"HOMA";NA
15;2018;8;"LEMA";NA
15;2018;8;"LYTR";NA
15;2018;8;"MEEL";NA
15;2018;8;"MESU";NA
15;2018;8;"PAIN";NA
15;2018;8;"PLCO";NA
15;2018;8;"POMA";NA
15;2018;8;"POMO";NA
15;2018;8;"PUPA";NA
15;2018;8;"SASO";NA
15;2018;8;"SCLA";NA
15;2018;8;"SOAS";NA
15;2018;8;"SPRU";NA
15;2018;8;"SUSP";NA
15;2018;9;"BEMA";NA
15;2018;9;"CETE";NA
15;2018;9;"CHFU";NA
15;2018;9;"CHMI";NA
15;2018;9;"HOMA";NA
15;2018;9;"LEMA";NA
15;2018;9;"LYTR";NA
15;2018;9;"MEEL";NA
15;2018;9;"MESU";NA
15;2018;9;"PAIN";NA
15;2018;9;"PLCO";NA
15;2018;9;"POMA";NA
15;2018;9;"POMO";NA
15;2018;9;"PUPA";NA
15;2018;9;"SASO";NA
15;2018;9;"SCLA";NA
15;2018;9;"SOAS";NA
15;2018;9;"SPRU";NA
15;2018;9;"SUSP";NA
15;2019;1;"BEMA";NA
15;2019;1;"CETE";NA
15;2019;1;"CHFU";666,784623544112
15;2019;1;"CHMI";NA
15;2019;1;"HOMA";12,770718425582
15;2019;1;"LEMA";270,287711641349
15;2019;1;"LYTR";NA
15;2019;1;"MEEL";16,4839399990815
15;2019;1;"MESU";564,950148641469
15;2019;1;"PAIN";0,929945577657266
15;2019;1;"PLCO";NA
15;2019;1;"POMA";76,318772355265
15;2019;1;"POMO";NA
15;2019;1;"PUPA";NA
15;2019;1;"SASO";18,7730939435199
15;2019;1;"SCLA";NA
15;2019;1;"SOAS";NA
15;2019;1;"SPRU";NA
15;2019;1;"SUSP";NA
15;2019;2;"BEMA";146,867107672684
15;2019;2;"CETE";3370,93827386544
15;2019;2;"CHFU";666,784623544112
15;2019;2;"CHMI";375,142182224261
15;2019;2;"HOMA";12,770718425582
15;2019;2;"LEMA";270,287711641349
15;2019;2;"LYTR";NA
15;2019;2;"MEEL";16,4839399990815
15;2019;2;"MESU";564,950148641469
15;2019;2;"PAIN";0,929945577657266
15;2019;2;"PLCO";NA
15;2019;2;"POMA";76,318772355265
15;2019;2;"POMO";NA
15;2019;2;"PUPA";1603,03087906738
15;2019;2;"SASO";18,7730939435199
15;2019;2;"SCLA";46,3330211228521
15;2019;2;"SOAS";400,739884503583
15;2019;2;"SPRU";NA
15;2019;2;"SUSP";NA
15;2019;3;"BEMA";NA
15;2019;3;"CETE";NA
15;2019;3;"CHFU";666,784623544112
15;2019;3;"CHMI";NA
15;2019;3;"HOMA";12,770718425582
15;2019;3;"LEMA";270,287711641349
15;2019;3;"LYTR";NA
15;2019;3;"MEEL";NA
15;2019;3;"MESU";564,950148641469
15;2019;3;"PAIN";0,929945577657266
15;2019;3;"PLCO";NA
15;2019;3;"POMA";76,318772355265
15;2019;3;"POMO";NA
15;2019;3;"PUPA";NA
15;2019;3;"SASO";18,7730939435199
15;2019;3;"SCLA";NA
15;2019;3;"SOAS";NA
15;2019;3;"SPRU";NA
15;2019;3;"SUSP";NA
15;2019;4;"BEMA";146,867107672684
15;2019;4;"CETE";3370,93827386544
15;2019;4;"CHFU";666,784623544112
15;2019;4;"CHMI";NA
15;2019;4;"HOMA";12,770718425582
15;2019;4;"LEMA";270,287711641349
15;2019;4;"LYTR";NA
15;2019;4;"MEEL";NA
15;2019;4;"MESU";564,950148641469
15;2019;4;"PAIN";0,929945577657266
15;2019;4;"PLCO";25,0034395983342
15;2019;4;"POMA";76,318772355265
15;2019;4;"POMO";NA
15;2019;4;"PUPA";NA
15;2019;4;"SASO";18,7730939435199
15;2019;4;"SCLA";NA
15;2019;4;"SOAS";NA
15;2019;4;"SPRU";4965,70968372342
15;2019;4;"SUSP";NA
15;2019;5;"BEMA";NA
15;2019;5;"CETE";3370,93827386544
15;2019;5;"CHFU";666,784623544112
15;2019;5;"CHMI";NA
15;2019;5;"HOMA";12,770718425582
15;2019;5;"LEMA";270,287711641349
15;2019;5;"LYTR";NA
15;2019;5;"MEEL";16,4839399990815
15;2019;5;"MESU";NA
15;2019;5;"PAIN";0,929945577657266
15;2019;5;"PLCO";NA
15;2019;5;"POMA";76,318772355265
15;2019;5;"POMO";NA
15;2019;5;"PUPA";NA
15;2019;5;"SASO";18,7730939435199
15;2019;5;"SCLA";NA
15;2019;5;"SOAS";400,739884503583
15;2019;5;"SPRU";NA
15;2019;5;"SUSP";NA
15;2019;6;"BEMA";NA
15;2019;6;"CETE";3370,93827386544
15;2019;6;"CHFU";666,784623544112
15;2019;6;"CHMI";NA
15;2019;6;"HOMA";12,770718425582
15;2019;6;"LEMA";270,287711641349
15;2019;6;"LYTR";NA
15;2019;6;"MEEL";NA
15;2019;6;"MESU";NA
15;2019;6;"PAIN";0,929945577657266
15;2019;6;"PLCO";25,0034395983342
15;2019;6;"POMA";76,318772355265
15;2019;6;"POMO";NA
15;2019;6;"PUPA";NA
15;2019;6;"SASO";NA
15;2019;6;"SCLA";NA
15;2019;6;"SOAS";NA
15;2019;6;"SPRU";4965,70968372342
15;2019;6;"SUSP";NA
15;2019;7;"BEMA";146,867107672684
15;2019;7;"CETE";3370,93827386544
15;2019;7;"CHFU";666,784623544112
15;2019;7;"CHMI";375,142182224261
15;2019;7;"HOMA";12,770718425582
15;2019;7;"LEMA";270,287711641349
15;2019;7;"LYTR";NA
15;2019;7;"MEEL";NA
15;2019;7;"MESU";564,950148641469
15;2019;7;"PAIN";0,929945577657266
15;2019;7;"PLCO";25,0034395983342
15;2019;7;"POMA";76,318772355265
15;2019;7;"POMO";110,76219275115
15;2019;7;"PUPA";1603,03087906738
15;2019;7;"SASO";18,7730939435199
15;2019;7;"SCLA";46,3330211228521
15;2019;7;"SOAS";400,739884503583
15;2019;7;"SPRU";4965,70968372342
15;2019;7;"SUSP";NA
15;2019;8;"BEMA";146,867107672684
15;2019;8;"CETE";3370,93827386544
15;2019;8;"CHFU";666,784623544112
15;2019;8;"CHMI";NA
15;2019;8;"HOMA";12,770718425582
15;2019;8;"LEMA";270,287711641349
15;2019;8;"LYTR";NA
15;2019;8;"MEEL";NA
15;2019;8;"MESU";564,950148641469
15;2019;8;"PAIN";0,929945577657266
15;2019;8;"PLCO";25,0034395983342
15;2019;8;"POMA";76,318772355265
15;2019;8;"POMO";110,76219275115
15;2019;8;"PUPA";1603,03087906738
15;2019;8;"SASO";18,7730939435199
15;2019;8;"SCLA";46,3330211228521
15;2019;8;"SOAS";400,739884503583
15;2019;8;"SPRU";4965,70968372342
15;2019;8;"SUSP";NA
15;2019;9;"BEMA";146,867107672684
15;2019;9;"CETE";NA
15;2019;9;"CHFU";666,784623544112
15;2019;9;"CHMI";NA
15;2019;9;"HOMA";12,770718425582
15;2019;9;"LEMA";270,287711641349
15;2019;9;"LYTR";NA
15;2019;9;"MEEL";NA
15;2019;9;"MESU";564,950148641469
15;2019;9;"PAIN";0,929945577657266
15;2019;9;"PLCO";25,0034395983342
15;2019;9;"POMA";76,318772355265
15;2019;9;"POMO";110,76219275115
15;2019;9;"PUPA";NA
15;2019;9;"SASO";18,7730939435199
15;2019;9;"SCLA";NA
15;2019;9;"SOAS";400,739884503583
15;2019;9;"SPRU";NA
15;2019;9;"SUSP";NA
16;2015;1;"BEMA";132,208063599345
16;2015;1;"CETE";563,304483688222
16;2015;1;"CHFU";795,606848807909
16;2015;1;"CHMI";NA
16;2015;1;"HOMA";237,252459387743
16;2015;1;"LEMA";539,086777180382
16;2015;1;"LYTR";NA
16;2015;1;"MEEL";35,2379206256258
16;2015;1;"MESU";114,575546642702
16;2015;1;"PAIN";241,686936712278
16;2015;1;"PLCO";175,495960486107
16;2015;1;"POMA";1546,49322210522
16;2015;1;"POMO";614,529969518747
16;2015;1;"PUPA";2478,41766814431
16;2015;1;"SASO";429,43942866368
16;2015;1;"SCLA";204,784668293942
16;2015;1;"SOAS";137,119251765578
16;2015;1;"SPRU";983,480354501976
16;2015;1;"SUSP";NA
16;2015;2;"BEMA";132,208063599345
16;2015;2;"CETE";563,304483688222
16;2015;2;"CHFU";795,606848807909
16;2015;2;"CHMI";NA
16;2015;2;"HOMA";237,252459387743
16;2015;2;"LEMA";539,086777180382
16;2015;2;"LYTR";NA
16;2015;2;"MEEL";35,2379206256258
16;2015;2;"MESU";114,575546642702
16;2015;2;"PAIN";241,686936712278
16;2015;2;"PLCO";175,495960486107
16;2015;2;"POMA";1546,49322210522
16;2015;2;"POMO";614,529969518747
16;2015;2;"PUPA";2478,41766814431
16;2015;2;"SASO";429,43942866368
16;2015;2;"SCLA";204,784668293942
16;2015;2;"SOAS";137,119251765578
16;2015;2;"SPRU";983,480354501976
16;2015;2;"SUSP";NA
16;2015;3;"BEMA";NA
16;2015;3;"CETE";563,304483688222
16;2015;3;"CHFU";795,606848807909
16;2015;3;"CHMI";NA
16;2015;3;"HOMA";NA
16;2015;3;"LEMA";539,086777180382
16;2015;3;"LYTR";NA
16;2015;3;"MEEL";35,2379206256258
16;2015;3;"MESU";114,575546642702
16;2015;3;"PAIN";241,686936712278
16;2015;3;"PLCO";NA
16;2015;3;"POMA";1546,49322210522
16;2015;3;"POMO";614,529969518747
16;2015;3;"PUPA";2478,41766814431
16;2015;3;"SASO";429,43942866368
16;2015;3;"SCLA";NA
16;2015;3;"SOAS";137,119251765578
16;2015;3;"SPRU";NA
16;2015;3;"SUSP";NA
16;2015;4;"BEMA";132,208063599345
16;2015;4;"CETE";NA
16;2015;4;"CHFU";795,606848807909
16;2015;4;"CHMI";NA
16;2015;4;"HOMA";NA
16;2015;4;"LEMA";539,086777180382
16;2015;4;"LYTR";NA
16;2015;4;"MEEL";NA
16;2015;4;"MESU";NA
16;2015;4;"PAIN";241,686936712278
16;2015;4;"PLCO";175,495960486107
16;2015;4;"POMA";NA
16;2015;4;"POMO";NA
16;2015;4;"PUPA";2478,41766814431
16;2015;4;"SASO";429,43942866368
16;2015;4;"SCLA";NA
16;2015;4;"SOAS";137,119251765578
16;2015;4;"SPRU";NA
16;2015;4;"SUSP";NA
16;2015;5;"BEMA";132,208063599345
16;2015;5;"CETE";NA
16;2015;5;"CHFU";795,606848807909
16;2015;5;"CHMI";NA
16;2015;5;"HOMA";NA
16;2015;5;"LEMA";539,086777180382
16;2015;5;"LYTR";NA
16;2015;5;"MEEL";NA
16;2015;5;"MESU";NA
16;2015;5;"PAIN";241,686936712278
16;2015;5;"PLCO";175,495960486107
16;2015;5;"POMA";NA
16;2015;5;"POMO";NA
16;2015;5;"PUPA";2478,41766814431
16;2015;5;"SASO";429,43942866368
16;2015;5;"SCLA";NA
16;2015;5;"SOAS";137,119251765578
16;2015;5;"SPRU";NA
16;2015;5;"SUSP";NA
16;2015;6;"BEMA";132,208063599345
16;2015;6;"CETE";NA
16;2015;6;"CHFU";795,606848807909
16;2015;6;"CHMI";NA
16;2015;6;"HOMA";NA
16;2015;6;"LEMA";539,086777180382
16;2015;6;"LYTR";NA
16;2015;6;"MEEL";35,2379206256258
16;2015;6;"MESU";114,575546642702
16;2015;6;"PAIN";241,686936712278
16;2015;6;"PLCO";175,495960486107
16;2015;6;"POMA";1546,49322210522
16;2015;6;"POMO";NA
16;2015;6;"PUPA";NA
16;2015;6;"SASO";429,43942866368
16;2015;6;"SCLA";204,784668293942
16;2015;6;"SOAS";NA
16;2015;6;"SPRU";983,480354501976
16;2015;6;"SUSP";NA
16;2015;7;"BEMA";NA
16;2015;7;"CETE";NA
16;2015;7;"CHFU";NA
16;2015;7;"CHMI";NA
16;2015;7;"HOMA";237,252459387743
16;2015;7;"LEMA";NA
16;2015;7;"LYTR";NA
16;2015;7;"MEEL";NA
16;2015;7;"MESU";NA
16;2015;7;"PAIN";NA
16;2015;7;"PLCO";NA
16;2015;7;"POMA";1546,49322210522
16;2015;7;"POMO";614,529969518747
16;2015;7;"PUPA";NA
16;2015;7;"SASO";429,43942866368
16;2015;7;"SCLA";NA
16;2015;7;"SOAS";NA
16;2015;7;"SPRU";NA
16;2015;7;"SUSP";NA
16;2015;8;"BEMA";NA
16;2015;8;"CETE";NA
16;2015;8;"CHFU";NA
16;2015;8;"CHMI";NA
16;2015;8;"HOMA";237,252459387743
16;2015;8;"LEMA";NA
16;2015;8;"LYTR";NA
16;2015;8;"MEEL";NA
16;2015;8;"MESU";NA
16;2015;8;"PAIN";NA
16;2015;8;"PLCO";NA
16;2015;8;"POMA";1546,49322210522
16;2015;8;"POMO";NA
16;2015;8;"PUPA";NA
16;2015;8;"SASO";429,43942866368
16;2015;8;"SCLA";NA
16;2015;8;"SOAS";NA
16;2015;8;"SPRU";983,480354501976
16;2015;8;"SUSP";NA
16;2015;9;"BEMA";NA
16;2015;9;"CETE";NA
16;2015;9;"CHFU";NA
16;2015;9;"CHMI";NA
16;2015;9;"HOMA";NA
16;2015;9;"LEMA";NA
16;2015;9;"LYTR";NA
16;2015;9;"MEEL";NA
16;2015;9;"MESU";NA
16;2015;9;"PAIN";NA
16;2015;9;"PLCO";NA
16;2015;9;"POMA";NA
16;2015;9;"POMO";NA
16;2015;9;"PUPA";NA
16;2015;9;"SASO";NA
16;2015;9;"SCLA";NA
16;2015;9;"SOAS";NA
16;2015;9;"SPRU";NA
16;2015;9;"SUSP";NA
16;2016;1;"BEMA";79,0287032233329
16;2016;1;"CETE";NA
16;2016;1;"CHFU";431,435611353384
16;2016;1;"CHMI";NA
16;2016;1;"HOMA";11,9592616021487
16;2016;1;"LEMA";140,44040013224
16;2016;1;"LYTR";NA
16;2016;1;"MEEL";NA
16;2016;1;"MESU";149,234681023295
16;2016;1;"PAIN";34,5011523170455
16;2016;1;"PLCO";47,6919927163119
16;2016;1;"POMA";NA
16;2016;1;"POMO";NA
16;2016;1;"PUPA";NA
16;2016;1;"SASO";68,4089909734848
16;2016;1;"SCLA";36,7914640726077
16;2016;1;"SOAS";NA
16;2016;1;"SPRU";NA
16;2016;1;"SUSP";NA
16;2016;2;"BEMA";79,0287032233329
16;2016;2;"CETE";NA
16;2016;2;"CHFU";431,435611353384
16;2016;2;"CHMI";NA
16;2016;2;"HOMA";11,9592616021487
16;2016;2;"LEMA";140,44040013224
16;2016;2;"LYTR";NA
16;2016;2;"MEEL";NA
16;2016;2;"MESU";149,234681023295
16;2016;2;"PAIN";34,5011523170455
16;2016;2;"PLCO";47,6919927163119
16;2016;2;"POMA";NA
16;2016;2;"POMO";NA
16;2016;2;"PUPA";NA
16;2016;2;"SASO";68,4089909734848
16;2016;2;"SCLA";36,7914640726077
16;2016;2;"SOAS";NA
16;2016;2;"SPRU";NA
16;2016;2;"SUSP";NA
16;2016;3;"BEMA";79,0287032233329
16;2016;3;"CETE";NA
16;2016;3;"CHFU";431,435611353384
16;2016;3;"CHMI";160,512092141355
16;2016;3;"HOMA";11,9592616021487
16;2016;3;"LEMA";140,44040013224
16;2016;3;"LYTR";NA
16;2016;3;"MEEL";NA
16;2016;3;"MESU";149,234681023295
16;2016;3;"PAIN";34,5011523170455
16;2016;3;"PLCO";47,6919927163119
16;2016;3;"POMA";NA
16;2016;3;"POMO";NA
16;2016;3;"PUPA";NA
16;2016;3;"SASO";NA
16;2016;3;"SCLA";36,7914640726077
16;2016;3;"SOAS";NA
16;2016;3;"SPRU";NA
16;2016;3;"SUSP";NA
16;2016;4;"BEMA";79,0287032233329
16;2016;4;"CETE";NA
16;2016;4;"CHFU";NA
16;2016;4;"CHMI";NA
16;2016;4;"HOMA";11,9592616021487
