"sample";"year";"plot";"sp";"lambda"
1;"2016";"3";"BEMA";98,1989780771437
1;"2016";"3";"CETE";NA
1;"2016";"3";"CHFU";761,784917062819
1;"2016";"3";"CHMI";524,71727717549
1;"2016";"3";"HOMA";17,8325244296636
1;"2016";"3";"LEMA";109,860412007033
1;"2016";"3";"LYTR";NA
1;"2016";"3";"MEEL";NA
1;"2016";"3";"MESU";92,5396183390604
1;"2016";"3";"PAIN";28,9730497312819
1;"2016";"3";"PLCO";35,2116013139605
1;"2016";"3";"POMA";NA
1;"2016";"3";"POMO";NA
1;"2016";"3";"PUPA";NA
1;"2016";"3";"SASO";NA
1;"2016";"3";"SCLA";61,4513186588851
1;"2016";"3";"SOAS";NA
1;"2016";"3";"SPRU";NA
1;"2016";"3";"SUSP";NA
1;"2016";"4";"BEMA";77,5713305810636
1;"2016";"4";"CETE";NA
1;"2016";"4";"CHFU";NA
1;"2016";"4";"CHMI";NA
1;"2016";"4";"HOMA";15,1218729192752
1;"2016";"4";"LEMA";77,4000278142567
1;"2016";"4";"LYTR";NA
1;"2016";"4";"MEEL";11,028643258683
1;"2016";"4";"MESU";154,655332027568
1;"2016";"4";"PAIN";20,6002352489476
1;"2016";"4";"PLCO";27,2681677455151
1;"2016";"4";"POMA";NA
1;"2016";"4";"POMO";NA
1;"2016";"4";"PUPA";NA
1;"2016";"4";"SASO";43,6663511134621
1;"2016";"4";"SCLA";25,4408151491701
1;"2016";"4";"SOAS";NA
1;"2016";"4";"SPRU";NA
1;"2016";"4";"SUSP";NA
1;"2016";"5";"BEMA";43,8092810829169
1;"2016";"5";"CETE";415,871158011778
1;"2016";"5";"CHFU";406,720473894952
1;"2016";"5";"CHMI";NA
1;"2016";"5";"HOMA";8,90767767296965
1;"2016";"5";"LEMA";78,7922211087705
1;"2016";"5";"LYTR";NA
1;"2016";"5";"MEEL";20,2454206115819
1;"2016";"5";"MESU";105,880357799805
1;"2016";"5";"PAIN";NA
1;"2016";"5";"PLCO";31,8828730902606
1;"2016";"5";"POMA";NA
1;"2016";"5";"POMO";NA
1;"2016";"5";"PUPA";NA
1;"2016";"5";"SASO";NA
1;"2016";"5";"SCLA";96,5718958407091
1;"2016";"5";"SOAS";NA
1;"2016";"5";"SPRU";NA
1;"2016";"5";"SUSP";NA
1;"2016";"6";"BEMA";84,4476645319141
1;"2016";"6";"CETE";NA
1;"2016";"6";"CHFU";NA
1;"2016";"6";"CHMI";NA
1;"2016";"6";"HOMA";17,7501190337569
1;"2016";"6";"LEMA";163,079396019686
1;"2016";"6";"LYTR";NA
1;"2016";"6";"MEEL";15,5081192509706
1;"2016";"6";"MESU";162,039162203561
1;"2016";"6";"PAIN";28,4344011163633
1;"2016";"6";"PLCO";42,3617390473457
1;"2016";"6";"POMA";NA
1;"2016";"6";"POMO";NA
1;"2016";"6";"PUPA";NA
1;"2016";"6";"SASO";135,926248081658
1;"2016";"6";"SCLA";23,0787999299359
1;"2016";"6";"SOAS";145,518401194367
1;"2016";"6";"SPRU";1000,90285717409
1;"2016";"6";"SUSP";NA
1;"2016";"7";"BEMA";86,3276985041126
1;"2016";"7";"CETE";NA
1;"2016";"7";"CHFU";513,229687539878
1;"2016";"7";"CHMI";NA
1;"2016";"7";"HOMA";38,1530566156079
1;"2016";"7";"LEMA";163,022471996528
1;"2016";"7";"LYTR";NA
1;"2016";"7";"MEEL";NA
1;"2016";"7";"MESU";219,503463872212
1;"2016";"7";"PAIN";78,1124733776515
1;"2016";"7";"PLCO";NA
1;"2016";"7";"POMA";81,3083034540754
1;"2016";"7";"POMO";NA
1;"2016";"7";"PUPA";1789,52393961813
1;"2016";"7";"SASO";35,8442000884422
1;"2016";"7";"SCLA";24,7941958330014
1;"2016";"7";"SOAS";304,37118342987
1;"2016";"7";"SPRU";1122,71078826497
1;"2016";"7";"SUSP";NA
1;"2016";"8";"BEMA";85,6087351264952
1;"2016";"8";"CETE";NA
1;"2016";"8";"CHFU";576,303250166033
1;"2016";"8";"CHMI";NA
1;"2016";"8";"HOMA";37,3719474980041
1;"2016";"8";"LEMA";130,736950112131
1;"2016";"8";"LYTR";NA
1;"2016";"8";"MEEL";NA
1;"2016";"8";"MESU";216,468128097412
1;"2016";"8";"PAIN";60,4836305028042
1;"2016";"8";"PLCO";30,5851609555153
1;"2016";"8";"POMA";92,9270427093777
1;"2016";"8";"POMO";163,711834644741
1;"2016";"8";"PUPA";1543,55423783895
1;"2016";"8";"SASO";24,1557975341295
1;"2016";"8";"SCLA";38,852636057197
1;"2016";"8";"SOAS";224,13478271834
1;"2016";"8";"SPRU";1198,30225087409
1;"2016";"8";"SUSP";NA
1;"2016";"9";"BEMA";103,275085934222
1;"2016";"9";"CETE";5285,89867568449
1;"2016";"9";"CHFU";NA
1;"2016";"9";"CHMI";NA
1;"2016";"9";"HOMA";38,8006408327941
1;"2016";"9";"LEMA";189,271423250398
1;"2016";"9";"LYTR";NA
1;"2016";"9";"MEEL";NA
1;"2016";"9";"MESU";308,26371205049
1;"2016";"9";"PAIN";57,0813024267421
1;"2016";"9";"PLCO";51,0025629769707
1;"2016";"9";"POMA";82,6807896968608
1;"2016";"9";"POMO";108,830602552171
1;"2016";"9";"PUPA";NA
1;"2016";"9";"SASO";36,1436152824425
1;"2016";"9";"SCLA";40,5060591483301
1;"2016";"9";"SOAS";312,011527428716
1;"2016";"9";"SPRU";1141,14399937181
1;"2016";"9";"SUSP";NA
1;"2017";"1";"BEMA";53,6829102083085
1;"2017";"1";"CETE";5994,89600556701
1;"2017";"1";"CHFU";335,805850907692
1;"2017";"1";"CHMI";786,267603358879
1;"2017";"1";"HOMA";17,1675388225958
1;"2017";"1";"LEMA";134,494346835574
1;"2017";"1";"LYTR";NA
1;"2017";"1";"MEEL";NA
1;"2017";"1";"MESU";879,732864164552
1;"2017";"1";"PAIN";30,9630843314223
1;"2017";"1";"PLCO";23,6445596675137
1;"2017";"1";"POMA";96,7961395195312
1;"2017";"1";"POMO";NA
1;"2017";"1";"PUPA";759,434125921333
1;"2017";"1";"SASO";48,2133803338431
1;"2017";"1";"SCLA";26,04744780807
1;"2017";"1";"SOAS";NA
1;"2017";"1";"SPRU";NA
1;"2017";"1";"SUSP";NA
1;"2017";"2";"BEMA";37,5035499633283
1;"2017";"2";"CETE";8411,4746176751
1;"2017";"2";"CHFU";262,712207854792
1;"2017";"2";"CHMI";363,386200773714
1;"2017";"2";"HOMA";21,4275903662792
1;"2017";"2";"LEMA";123,172606541793
1;"2017";"2";"LYTR";NA
1;"2017";"2";"MEEL";20,8977672964698
1;"2017";"2";"MESU";559,303698047383
1;"2017";"2";"PAIN";22,0381551781031
1;"2017";"2";"PLCO";NA
1;"2017";"2";"POMA";97,1874837185584
1;"2017";"2";"POMO";85,5124727875763
1;"2017";"2";"PUPA";449,529629884965
1;"2017";"2";"SASO";263,302011617077
1;"2017";"2";"SCLA";47,091813122688
1;"2017";"2";"SOAS";NA
1;"2017";"2";"SPRU";NA
1;"2017";"2";"SUSP";NA
1;"2017";"3";"BEMA";66,6000433967773
1;"2017";"3";"CETE";3396,86484273893
1;"2017";"3";"CHFU";417,66823936049
1;"2017";"3";"CHMI";281,698909074724
1;"2017";"3";"HOMA";32,4764645345081
1;"2017";"3";"LEMA";208,267008416477
1;"2017";"3";"LYTR";NA
1;"2017";"3";"MEEL";NA
1;"2017";"3";"MESU";383,993265088437
1;"2017";"3";"PAIN";27,5320216663086
1;"2017";"3";"PLCO";27,3300351303777
1;"2017";"3";"POMA";125,013453640724
1;"2017";"3";"POMO";55,6775943352378
1;"2017";"3";"PUPA";2590,90274978563
1;"2017";"3";"SASO";86,5702084351136
1;"2017";"3";"SCLA";25,6727517514842
1;"2017";"3";"SOAS";NA
1;"2017";"3";"SPRU";NA
1;"2017";"3";"SUSP";NA
1;"2017";"4";"BEMA";NA
1;"2017";"4";"CETE";NA
1;"2017";"4";"CHFU";167,564928992609
1;"2017";"4";"CHMI";NA
1;"2017";"4";"HOMA";24,0457840403851
1;"2017";"4";"LEMA";111,697867880396
1;"2017";"4";"LYTR";288,795226942688
1;"2017";"4";"MEEL";NA
1;"2017";"4";"MESU";NA
1;"2017";"4";"PAIN";29,8681682644188
1;"2017";"4";"PLCO";22,9668715241961
1;"2017";"4";"POMA";161,022063274787
1;"2017";"4";"POMO";77,8539149385369
1;"2017";"4";"PUPA";778,025605443643
1;"2017";"4";"SASO";39,1337622096901
1;"2017";"4";"SCLA";NA
1;"2017";"4";"SOAS";NA
1;"2017";"4";"SPRU";2305,22528361702
1;"2017";"4";"SUSP";NA
1;"2017";"5";"BEMA";381,718510926719
1;"2017";"5";"CETE";1839,2349116857
1;"2017";"5";"CHFU";263,189754699247
1;"2017";"5";"CHMI";NA
1;"2017";"5";"HOMA";13,9927334867041
1;"2017";"5";"LEMA";133,987357557857
1;"2017";"5";"LYTR";1123,74998132205
1;"2017";"5";"MEEL";NA
1;"2017";"5";"MESU";NA
1;"2017";"5";"PAIN";28,4680483388642
1;"2017";"5";"PLCO";28,2854193923285
1;"2017";"5";"POMA";121,773367997663
1;"2017";"5";"POMO";NA
1;"2017";"5";"PUPA";1214,77037428666
1;"2017";"5";"SASO";138,049246865592
1;"2017";"5";"SCLA";NA
1;"2017";"5";"SOAS";NA
1;"2017";"5";"SPRU";1697,61217262038
1;"2017";"5";"SUSP";NA
1;"2017";"6";"BEMA";NA
1;"2017";"6";"CETE";NA
1;"2017";"6";"CHFU";334,388046347695
1;"2017";"6";"CHMI";NA
1;"2017";"6";"HOMA";18,4707708215108
1;"2017";"6";"LEMA";113,585519429491
1;"2017";"6";"LYTR";311,613557068411
1;"2017";"6";"MEEL";NA
1;"2017";"6";"MESU";NA
1;"2017";"6";"PAIN";28,125559938298
1;"2017";"6";"PLCO";26,5602647724793
1;"2017";"6";"POMA";106,519869654771
1;"2017";"6";"POMO";NA
1;"2017";"6";"PUPA";366,652325396219
1;"2017";"6";"SASO";5,79149400569645
1;"2017";"6";"SCLA";NA
1;"2017";"6";"SOAS";NA
1;"2017";"6";"SPRU";NA
1;"2017";"6";"SUSP";NA
1;"2017";"7";"BEMA";NA
1;"2017";"7";"CETE";NA
1;"2017";"7";"CHFU";NA
1;"2017";"7";"CHMI";NA
1;"2017";"7";"HOMA";NA
1;"2017";"7";"LEMA";NA
1;"2017";"7";"LYTR";1551,15153246422
1;"2017";"7";"MEEL";NA
1;"2017";"7";"MESU";NA
1;"2017";"7";"PAIN";NA
1;"2017";"7";"PLCO";NA
1;"2017";"7";"POMA";NA
1;"2017";"7";"POMO";NA
1;"2017";"7";"PUPA";NA
1;"2017";"7";"SASO";NA
1;"2017";"7";"SCLA";NA
1;"2017";"7";"SOAS";NA
1;"2017";"7";"SPRU";NA
1;"2017";"7";"SUSP";NA
1;"2017";"8";"BEMA";NA
1;"2017";"8";"CETE";NA
1;"2017";"8";"CHFU";NA
1;"2017";"8";"CHMI";NA
1;"2017";"8";"HOMA";NA
1;"2017";"8";"LEMA";NA
1;"2017";"8";"LYTR";1402,97125157534
1;"2017";"8";"MEEL";NA
1;"2017";"8";"MESU";NA
1;"2017";"8";"PAIN";NA
1;"2017";"8";"PLCO";NA
1;"2017";"8";"POMA";635,361841876701
1;"2017";"8";"POMO";NA
1;"2017";"8";"PUPA";1194,38591563428
1;"2017";"8";"SASO";NA
1;"2017";"8";"SCLA";NA
1;"2017";"8";"SOAS";NA
1;"2017";"8";"SPRU";NA
1;"2017";"8";"SUSP";NA
1;"2017";"9";"BEMA";NA
1;"2017";"9";"CETE";NA
1;"2017";"9";"CHFU";NA
1;"2017";"9";"CHMI";NA
1;"2017";"9";"HOMA";NA
1;"2017";"9";"LEMA";NA
1;"2017";"9";"LYTR";NA
1;"2017";"9";"MEEL";NA
1;"2017";"9";"MESU";NA
1;"2017";"9";"PAIN";NA
1;"2017";"9";"PLCO";NA
1;"2017";"9";"POMA";NA
1;"2017";"9";"POMO";NA
1;"2017";"9";"PUPA";NA
1;"2017";"9";"SASO";NA
1;"2017";"9";"SCLA";NA
1;"2017";"9";"SOAS";NA
1;"2017";"9";"SPRU";NA
1;"2017";"9";"SUSP";NA
1;"2018";"1";"BEMA";49,6999202113107
1;"2018";"1";"CETE";1711,11191402801
1;"2018";"1";"CHFU";NA
1;"2018";"1";"CHMI";NA
1;"2018";"1";"HOMA";22,2681980284936
1;"2018";"1";"LEMA";99,0121730641451
1;"2018";"1";"LYTR";NA
1;"2018";"1";"MEEL";NA
1;"2018";"1";"MESU";NA
1;"2018";"1";"PAIN";NA
1;"2018";"1";"PLCO";NA
1;"2018";"1";"POMA";129,566751643736
1;"2018";"1";"POMO";NA
1;"2018";"1";"PUPA";1451,79446369904
1;"2018";"1";"SASO";667,673277998957
1;"2018";"1";"SCLA";NA
1;"2018";"1";"SOAS";NA
1;"2018";"1";"SPRU";NA
1;"2018";"1";"SUSP";NA
1;"2018";"2";"BEMA";62,6794176660854
1;"2018";"2";"CETE";4200,45068856471
1;"2018";"2";"CHFU";NA
1;"2018";"2";"CHMI";NA
1;"2018";"2";"HOMA";13,5053390950445
1;"2018";"2";"LEMA";97,3677853737207
1;"2018";"2";"LYTR";NA
1;"2018";"2";"MEEL";NA
1;"2018";"2";"MESU";NA
1;"2018";"2";"PAIN";18,2544963441199
1;"2018";"2";"PLCO";NA
1;"2018";"2";"POMA";358,034230639331
1;"2018";"2";"POMO";NA
1;"2018";"2";"PUPA";2651,83423739053
1;"2018";"2";"SASO";908,731063081404
1;"2018";"2";"SCLA";NA
1;"2018";"2";"SOAS";NA
1;"2018";"2";"SPRU";NA
1;"2018";"2";"SUSP";NA
1;"2018";"3";"BEMA";57,0113997685334
1;"2018";"3";"CETE";1703,68755302381
1;"2018";"3";"CHFU";NA
1;"2018";"3";"CHMI";382,87486902971
1;"2018";"3";"HOMA";12,1455160040789
1;"2018";"3";"LEMA";32,9806042659801
1;"2018";"3";"LYTR";NA
1;"2018";"3";"MEEL";NA
1;"2018";"3";"MESU";NA
1;"2018";"3";"PAIN";20,9949330815965
1;"2018";"3";"PLCO";NA
1;"2018";"3";"POMA";184,514740663619
1;"2018";"3";"POMO";NA
1;"2018";"3";"PUPA";1623,2276834499
1;"2018";"3";"SASO";497,561597691338
1;"2018";"3";"SCLA";NA
1;"2018";"3";"SOAS";NA
1;"2018";"3";"SPRU";NA
1;"2018";"3";"SUSP";NA
1;"2018";"4";"BEMA";70,588863920116
1;"2018";"4";"CETE";NA
1;"2018";"4";"CHFU";NA
1;"2018";"4";"CHMI";NA
1;"2018";"4";"HOMA";18,7293923017525
1;"2018";"4";"LEMA";NA
1;"2018";"4";"LYTR";1372,72159382421
1;"2018";"4";"MEEL";NA
1;"2018";"4";"MESU";NA
1;"2018";"4";"PAIN";23,8888205409358
1;"2018";"4";"PLCO";NA
1;"2018";"4";"POMA";108,605734497353
1;"2018";"4";"POMO";NA
1;"2018";"4";"PUPA";1504,55045413391
1;"2018";"4";"SASO";57,595041265776
1;"2018";"4";"SCLA";NA
1;"2018";"4";"SOAS";NA
1;"2018";"4";"SPRU";NA
1;"2018";"4";"SUSP";NA
1;"2018";"5";"BEMA";60,0264707500093
1;"2018";"5";"CETE";NA
1;"2018";"5";"CHFU";NA
1;"2018";"5";"CHMI";NA
1;"2018";"5";"HOMA";20,6263768558147
1;"2018";"5";"LEMA";NA
1;"2018";"5";"LYTR";NA
1;"2018";"5";"MEEL";NA
1;"2018";"5";"MESU";NA
1;"2018";"5";"PAIN";NA
1;"2018";"5";"PLCO";NA
1;"2018";"5";"POMA";214,977843197684
1;"2018";"5";"POMO";NA
1;"2018";"5";"PUPA";500,399089477452
1;"2018";"5";"SASO";114,977563975169
1;"2018";"5";"SCLA";NA
1;"2018";"5";"SOAS";NA
1;"2018";"5";"SPRU";NA
1;"2018";"5";"SUSP";NA
1;"2018";"6";"BEMA";NA
1;"2018";"6";"CETE";NA
1;"2018";"6";"CHFU";NA
1;"2018";"6";"CHMI";NA
1;"2018";"6";"HOMA";23,4413713554614
1;"2018";"6";"LEMA";NA
1;"2018";"6";"LYTR";NA
1;"2018";"6";"MEEL";NA
1;"2018";"6";"MESU";NA
1;"2018";"6";"PAIN";21,7683081527946
1;"2018";"6";"PLCO";NA
1;"2018";"6";"POMA";53,2619521939652
1;"2018";"6";"POMO";NA
1;"2018";"6";"PUPA";515,640166320076
1;"2018";"6";"SASO";27,5469622522828
1;"2018";"6";"SCLA";NA
1;"2018";"6";"SOAS";NA
1;"2018";"6";"SPRU";NA
1;"2018";"6";"SUSP";NA
1;"2018";"7";"BEMA";NA
1;"2018";"7";"CETE";NA
1;"2018";"7";"CHFU";NA
1;"2018";"7";"CHMI";NA
1;"2018";"7";"HOMA";NA
1;"2018";"7";"LEMA";NA
1;"2018";"7";"LYTR";NA
1;"2018";"7";"MEEL";NA
1;"2018";"7";"MESU";NA
1;"2018";"7";"PAIN";NA
1;"2018";"7";"PLCO";NA
1;"2018";"7";"POMA";NA
1;"2018";"7";"POMO";NA
1;"2018";"7";"PUPA";NA
1;"2018";"7";"SASO";31,806701192763
1;"2018";"7";"SCLA";NA
1;"2018";"7";"SOAS";NA
1;"2018";"7";"SPRU";NA
1;"2018";"7";"SUSP";NA
1;"2018";"8";"BEMA";NA
1;"2018";"8";"CETE";NA
1;"2018";"8";"CHFU";NA
1;"2018";"8";"CHMI";NA
1;"2018";"8";"HOMA";NA
1;"2018";"8";"LEMA";NA
1;"2018";"8";"LYTR";NA
1;"2018";"8";"MEEL";NA
1;"2018";"8";"MESU";NA
1;"2018";"8";"PAIN";NA
1;"2018";"8";"PLCO";NA
1;"2018";"8";"POMA";NA
1;"2018";"8";"POMO";NA
1;"2018";"8";"PUPA";NA
1;"2018";"8";"SASO";NA
1;"2018";"8";"SCLA";NA
1;"2018";"8";"SOAS";NA
1;"2018";"8";"SPRU";NA
1;"2018";"8";"SUSP";NA
1;"2018";"9";"BEMA";NA
1;"2018";"9";"CETE";NA
1;"2018";"9";"CHFU";NA
1;"2018";"9";"CHMI";NA
1;"2018";"9";"HOMA";NA
1;"2018";"9";"LEMA";NA
1;"2018";"9";"LYTR";NA
1;"2018";"9";"MEEL";NA
1;"2018";"9";"MESU";NA
1;"2018";"9";"PAIN";NA
1;"2018";"9";"PLCO";NA
1;"2018";"9";"POMA";NA
1;"2018";"9";"POMO";NA
1;"2018";"9";"PUPA";NA
1;"2018";"9";"SASO";NA
1;"2018";"9";"SCLA";NA
1;"2018";"9";"SOAS";NA
1;"2018";"9";"SPRU";NA
1;"2018";"9";"SUSP";NA
1;"2019";"1";"BEMA";NA
1;"2019";"1";"CETE";NA
1;"2019";"1";"CHFU";405,646489184342
1;"2019";"1";"CHMI";NA
1;"2019";"1";"HOMA";8,30633168498325
1;"2019";"1";"LEMA";224,851210219076
1;"2019";"1";"LYTR";NA
1;"2019";"1";"MEEL";9,5173461910256
1;"2019";"1";"MESU";291,279984613318
1;"2019";"1";"PAIN";1,20062626142256
1;"2019";"1";"PLCO";NA
1;"2019";"1";"POMA";32,1440592385177
1;"2019";"1";"POMO";NA
1;"2019";"1";"PUPA";NA
1;"2019";"1";"SASO";62,086969000069
1;"2019";"1";"SCLA";NA
1;"2019";"1";"SOAS";NA
1;"2019";"1";"SPRU";NA
1;"2019";"1";"SUSP";NA
1;"2019";"2";"BEMA";36,3792205116674
1;"2019";"2";"CETE";1689,21872154785
1;"2019";"2";"CHFU";235,006792331569
1;"2019";"2";"CHMI";337,73170673371
1;"2019";"2";"HOMA";14,7627377903302
